Label (Grouping),['Total', 'Less than $10000', '$10000 to $14999', '$15000 to $24999', '$25000 to $34999', '$35000 to $49999', '$50000 to $74999', '$75000 to $99999', '$100000 to $149999', '$150000 to $199999', '$200000 or more', 'Median income (dollars)', 'Mean income (dollars)', 'PERCENT ALLOCATED', 'Household income in the past 12 months', 'Family income in the past 12 months', 'Nonfamily income in the past 12 months']
11219 Nonfamily households Margin of Error,['±601', '±3.2', '±5.3', '±3.2', '±3.6', '±2.5', '±4.2', '±2.0', '±3.3', '±0.8', '±1.2', '±4510', '±5118', '', '(X)', '(X)', '(X)']
11220 Households Estimate,['27487', '6.1%', '5.9%', '10.4%', '9.7%', '12.1%', '17.3%', '12.8%', '13.4%', '5.9%', '6.3%', '57046', '80054', '', '50.2%', '(X)', '(X)']
11220 Households Margin of Error,['±913', '±1.1', '±1.0', '±1.4', '±1.5', '±1.5', '±1.7', '±1.7', '±1.5', '±0.9', '±1.0', '±2456', '±3843', '', '(X)', '(X)', '(X)']
11220 Families Estimate,['19713', '4.2%', '2.9%', '12.2%', '12.6%', '13.2%', '18.7%', '10.9%', '13.3%', '6.0%', '5.9%', '55795', '78105', '', '(X)', '54.0%', '(X)']
11220 Families Margin of Error,['±861', '±1.0', '±0.8', '±1.4', '±2.0', '±1.9', '±2.3', '±1.9', '±1.6', '±1.1', '±1.1', '±2477', '±4135', '', '(X)', '(X)', '(X)']
11220 Married-couple families Estimate,['13508', '2.0%', '1.6%', '10.2%', '12.1%', '15.4%', '18.7%', '10.5%', '15.0%', '7.3%', '7.2%', '59762', '85967', '', '(X)', '(X)', '(X)']
11220 Married-couple families Margin of Error,['±828', '±0.7', '±0.8', '±1.6', '±2.2', '±2.5', '±2.4', '±2.1', '±1.9', '±1.5', '±1.5', '±3049', '±4888', '', '(X)', '(X)', '(X)']
11220 Nonfamily households Estimate,['7774', '14.4%', '13.2%', '11.8%', '5.1%', '10.0%', '13.2%', '15.0%', '10.6%', '3.0%', '3.7%', '41951', '64171', '', '(X)', '(X)', '34.8%']
11220 Nonfamily households Margin of Error,['±666', '±3.0', '±2.7', '±2.8', '±1.5', '±2.5', '±2.9', '±3.3', '±3.0', '±1.1', '±1.3', '±5045', '±5904', '', '(X)', '(X)', '(X)']
11221 Households Estimate,['33851', '8.8%', '6.8%', '7.9%', '7.1%', '9.1%', '14.0%', '12.5%', '17.6%', '7.9%', '8.3%', '66923', '92568', '', '52.5%', '(X)', '(X)']
11221 Households Margin of Error,['±1262', '±1.4', '±1.4', '±1.5', '±1.4', '±1.1', '±1.6', '±1.5', '±1.9', '±1.1', '±1.2', '±4211', '±5336', '', '(X)', '(X)', '(X)']
11221 Families Estimate,['17262', '7.9%', '6.4%', '6.9%', '6.7%', '10.8%', '12.4%', '13.8%', '18.4%', '7.1%', '9.5%', '72945', '95643', '', '(X)', '57.2%', '(X)']
11221 Families Margin of Error,['±1079', '±1.9', '±2.0', '±1.7', '±2.3', '±2.0', '±2.0', '±2.5', '±2.7', '±1.7', '±2.1', '±7624', '±7260', '', '(X)', '(X)', '(X)']
11221 Married-couple families Estimate,['7823', '4.2%', '3.1%', '5.0%', '6.8%', '6.5%', '10.5%', '16.0%', '20.4%', '12.2%', '15.5%', '95396', 'N', '', '(X)', '(X)', '(X)']
11221 Married-couple families Margin of Error,['±809', '±2.3', '±1.8', '±2.2', '±4.6', '±2.6', '±2.6', '±3.7', '±4.4', '±3.5', '±3.6', '±10999', 'N', '', '(X)', '(X)', '(X)']
11221 Nonfamily households Estimate,['16589', '10.6%', '7.3%', '9.0%', '8.1%', '8.2%', '14.2%', '11.7%', '17.0%', '7.7%', '6.2%', '60154', '84745', '', '(X)', '(X)', '46.7%']
11221 Nonfamily households Margin of Error,['±899', '±1.9', '±2.2', '±2.3', '±1.8', '±1.6', '±2.0', '±1.8', '±2.3', '±1.4', '±1.3', '±6822', '±7275', '', '(X)', '(X)', '(X)']
11222 Households Estimate,['18636', '4.0%', '3.5%', '4.0%', '5.2%', '6.0%', '11.6%', '11.2%', '20.0%', '13.5%', '20.9%', '110385', '136729', '', '38.4%', '(X)', '(X)']
11222 Households Margin of Error,['±682', '±1.0', '±1.1', '±1.2', '±1.5', '±1.4', '±2.0', '±1.8', '±2.5', '±1.6', '±2.6', '±7390', '±6413', '', '(X)', '(X)', '(X)']
11222 Families Estimate,['7738', '2.2%', '1.1%', '3.3%', '5.4%', '5.1%', '11.6%', '11.3%', '19.8%', '13.1%', '27.0%', '122292', '156217', '', '(X)', '42.2%', '(X)']
11222 Families Margin of Error,['±473', '±1.3', '±0.7', '±1.5', '±1.9', '±1.8', '±2.9', '±2.4', '±3.5', '±2.4', '±3.9', '±11139', '±9538', '', '(X)', '(X)', '(X)']
11222 Married-couple families Estimate,['5898', '1.2%', '0.5%', '3.3%', '5.3%', '4.2%', '10.1%', '7.8%', '19.7%', '14.3%', '33.6%', '143472', 'N', '', '(X)', '(X)', '(X)']
11222 Married-couple families Margin of Error,['±473', '±1.1', '±0.4', '±1.8', '±2.1', '±2.0', '±3.2', '±2.2', '±4.2', '±2.7', '±5.0', '±13933', 'N', '', '(X)', '(X)', '(X)']
11222 Nonfamily households Estimate,['10898', '5.3%', '5.4%', '4.6%', '5.3%', '6.4%', '12.0%', '11.3%', '20.7%', '13.3%', '15.8%', '99316', '119625', '', '(X)', '(X)', '35.7%']
11222 Nonfamily households Margin of Error,['±677', '±1.6', '±1.8', '±1.5', '±2.2', '±2.0', '±2.8', '±2.5', '±3.6', '±2.3', '±2.7', '±8710', '±7070', '', '(X)', '(X)', '(X)']
11223 Households Estimate,['27484', '7.7%', '8.4%', '11.1%', '7.7%', '10.0%', '13.6%', '10.6%', '14.9%', '6.6%', '9.5%', '57281', '88967', '', '54.1%', '(X)', '(X)']
11223 Households Margin of Error,['±826', '±1.5', '±1.4', '±1.6', '±0.9', '±1.2', '±1.5', '±1.4', '±1.5', '±0.9', '±1.3', '±5244', '±4919', '', '(X)', '(X)', '(X)']
11223 Families Estimate,['20076', '5.2%', '4.1%', '9.7%', '8.0%', '10.0%', '14.5%', '12.6%', '16.4%', '8.1%', '11.6%', '72109', '101870', '', '(X)', '56.9%', '(X)']
11223 Families Margin of Error,['±795', '±1.5', '±1.0', '±1.6', '±1.2', '±1.4', '±1.9', '±1.9', '±2.0', '±1.3', '±1.7', '±5623', '±6284', '', '(X)', '(X)', '(X)']
11223 Married-couple families Estimate,['14538', '2.3%', '3.2%', '8.4%', '7.3%', '10.4%', '14.6%', '12.4%', '18.0%', '9.7%', '13.6%', '82639', '114732', '', '(X)', '(X)', '(X)']
11223 Married-couple families Margin of Error,['±717', '±0.7', '±1.2', '±1.6', '±1.4', '±1.6', '±2.3', '±2.0', '±2.4', '±1.7', '±1.9', '±5827', '±7983', '', '(X)', '(X)', '(X)']
11223 Nonfamily households Estimate,['7408', '15.5%', '20.7%', '15.0%', '7.0%', '11.1%', '11.2%', '6.7%', '9.0%', '2.1%', '1.8%', '24223', '46607', '', '(X)', '(X)', '44.6%']
11223 Nonfamily households Margin of Error,['±624', '±3.6', '±3.8', '±3.3', '±2.0', '±2.5', '±2.5', '±1.9', '±2.5', '±0.9', '±1.2', '±3119', '±6867', '', '(X)', '(X)', '(X)']
11224 Households Estimate,['19218', '10.5%', '16.5%', '12.8%', '8.0%', '13.0%', '13.2%', '5.8%', '8.9%', '4.4%', '7.0%', '37241', '64289', '', '48.6%', '(X)', '(X)']
11224 Households Margin of Error,['±823', '±1.7', '±2.0', '±1.8', '±2.1', '±2.2', '±2.1', '±1.3', '±2.8', '±1.2', '±1.9', '±3595', '±5374', '', '(X)', '(X)', '(X)']
11224 Families Estimate,['12158', '5.6%', '7.0%', '13.9%', '10.6%', '14.2%', '15.2%', '5.9%', '13.0%', '5.2%', '9.5%', '48484', '79991', '', '(X)', '51.3%', '(X)']
11224 Families Margin of Error,['±883', '±1.7', '±2.0', '±2.8', '±2.9', '±2.9', '±2.7', '±1.8', '±4.6', '±1.7', '±2.9', '±5326', '±7927', '', '(X)', '(X)', '(X)']
11224 Married-couple families Estimate,['7029', '2.6%', '4.1%', '13.1%', '8.9%', '14.1%', '12.6%', '8.2%', '16.5%', '7.0%', '12.8%', '61735', 'N', '', '(X)', '(X)', '(X)']
11224 Married-couple families Margin of Error,['±837', '±1.6', '±2.6', '±3.2', '±2.9', '±4.4', '±3.0', '±3.0', '±7.0', '±2.6', '±4.0', '±10640', 'N', '', '(X)', '(X)', '(X)']
11224 Nonfamily households Estimate,['7060', '19.1%', '32.6%', '11.5%', '5.6%', '9.2%', '11.5%', '4.0%', '2.3%', '2.3%', '1.8%', '14366', '34256', '', '(X)', '(X)', '43.5%']
11224 Nonfamily households Margin of Error,['±632', '±4.3', '±4.8', '±2.7', '±2.6', '±3.0', '±3.4', '±2.0', '±1.2', '±1.2', '±1.3', '±2386', '±4382', '', '(X)', '(X)', '(X)']
11225 Households Estimate,['24609', '6.1%', '5.1%', '8.8%', '7.7%', '9.8%', '14.8%', '13.2%', '16.5%', '8.6%', '9.4%', '68542', '97104', '', '50.2%', '(X)', '(X)']
11225 Households Margin of Error,['±853', '±1.5', '±1.3', '±1.6', '±1.6', '±2.1', '±2.0', '±1.8', '±2.2', '±1.6', '±1.6', '±5938', '±6308', '', '(X)', '(X)', '(X)']
11225 Families Estimate,['12623', '3.5%', '2.5%', '7.4%', '7.4%', '10.5%', '17.7%', '13.5%', '16.8%', '9.3%', '11.4%', '77327', '108892', '', '(X)', '59.2%', '(X)']
11225 Families Margin of Error,['±780', '±1.4', '±1.5', '±2.0', '±2.6', '±2.9', '±3.4', '±3.5', '±3.3', '±2.1', '±2.4', '±9281', '±9267', '', '(X)', '(X)', '(X)']
11225 Married-couple families Estimate,['6373', '1.4%', '1.7%', '5.1%', '7.8%', '6.6%', '12.1%', '11.5%', '20.9%', '12.9%', '20.1%', '109303', 'N', '', '(X)', '(X)', '(X)']
11225 Married-couple families Margin of Error,['±594', '±1.3', '±2.4', '±2.2', '±4.1', '±3.1', '±3.6', '±4.1', '±4.8', '±3.1', '±4.0', '±14236', 'N', '', '(X)', '(X)', '(X)']
11225 Nonfamily households Estimate,['11986', '9.2%', '8.1%', '11.2%', '8.0%', '10.0%', '12.5%', '13.8%', '15.2%', '6.6%', '5.5%', '55038', '77185', '', '(X)', '(X)', '38.0%']
11225 Nonfamily households Margin of Error,['±866', '±2.4', '±2.3', '±2.5', '±1.9', '±3.6', '±1.9', '±2.2', '±2.7', '±1.8', '±2.0', '±6883', '±6214', '', '(X)', '(X)', '(X)']
11226 Households Estimate,['37128', '6.2%', '5.9%', '6.8%', '7.9%', '10.9%', '16.9%', '13.2%', '16.8%', '7.9%', '7.5%', '66173', '88051', '', '54.9%', '(X)', '(X)']
11226 Households Margin of Error,['±1324', '±0.8', '±0.9', '±1.1', '±1.4', '±1.4', '±1.8', '±1.5', '±1.7', '±1.3', '±1.2', '±1913', '±3185', '', '(X)', '(X)', '(X)']
11226 Families Estimate,['22044', '3.6%', '4.1%', '5.1%', '7.5%', '11.7%', '18.3%', '11.7%', '19.1%', '9.7%', '9.2%', '73931', '98572', '', '(X)', '62.5%', '(X)']
11226 Families Margin of Error,['±1112', '±1.0', '±1.3', '±1.2', '±1.5', '±2.2', '±2.8', '±1.7', '±2.2', '±2.0', '±1.8', '±7016', '±4869', '', '(X)', '(X)', '(X)']
11226 Married-couple families Estimate,['10230', '1.2%', '1.7%', '5.2%', '5.6%', '7.3%', '14.0%', '13.3%', '22.6%', '15.2%', '13.9%', '103235', 'N', '', '(X)', '(X)', '(X)']
11226 Married-couple families Margin of Error,['±830', '±1.0', '±1.2', '±2.0', '±1.9', '±1.6', '±3.4', '±2.6', '±3.5', '±3.4', '±2.8', '±6013', 'N', '', '(X)', '(X)', '(X)']
11226 Nonfamily households Estimate,['15084', '11.2%', '9.3%', '9.6%', '9.1%', '10.1%', '14.7%', '14.9%', '12.6%', '4.7%', '3.8%', '51656', '66889', '', '(X)', '(X)', '41.4%']
11226 Nonfamily households Margin of Error,['±873', '±1.8', '±1.8', '±2.0', '±2.7', '±1.7', '±2.2', '±2.7', '±2.1', '±1.2', '±1.3', '±6208', '±4013', '', '(X)', '(X)', '(X)']
11228 Households Estimate,['15485', '3.9%', '2.9%', '9.1%', '9.6%', '9.9%', '13.8%', '9.8%', '16.0%', '11.2%', '13.9%', '77189', '110604', '', '47.7%', '(X)', '(X)']
11228 Households Margin of Error,['±757', '±1.1', '±0.9', '±2.2', '±2.7', '±1.7', '±1.6', '±1.9', '±1.6', '±1.5', '±1.6', '±6741', '±6109', '', '(X)', '(X)', '(X)']
11228 Families Estimate,['11701', '3.1%', '1.3%', '6.9%', '9.5%', '9.7%', '13.1%', '10.6%', '17.5%', '12.7%', '15.6%', '89775', '119103', '', '(X)', '47.4%', '(X)']
11228 Families Margin of Error,['±695', '±1.3', '±0.5', '±1.7', '±3.5', '±1.9', '±1.7', '±2.2', '±2.0', '±2.0', '±2.1', '±7341', '±7141', '', '(X)', '(X)', '(X)']
11228 Married-couple families Estimate,['8434', '1.4%', '1.1%', '6.8%', '10.0%', '10.7%', '12.7%', '8.3%', '17.0%', '13.3%', '18.6%', '92813', 'N', '', '(X)', '(X)', '(X)']
11228 Married-couple families Margin of Error,['±587', '±0.7', '±0.6', '±2.1', '±4.8', '±2.4', '±2.0', '±1.9', '±2.3', '±2.0', '±2.6', '±18756', 'N', '', '(X)', '(X)', '(X)']
11228 Nonfamily households Estimate,['3784', '6.8%', '7.9%', '16.3%', '11.1%', '11.7%', '17.2%', '7.9%', '12.7%', '3.5%', '5.0%', '44773', '68990', '', '(X)', '(X)', '46.1%']
11228 Nonfamily households Margin of Error,['±364', '±2.4', '±3.3', '±6.9', '±2.6', '±3.6', '±3.9', '±2.5', '±3.7', '±1.4', '±2.6', '±6536', '±10048', '', '(X)', '(X)', '(X)']
11229 Households Estimate,['31057', '5.4%', '7.0%', '9.1%', '7.5%', '10.1%', '13.9%', '11.5%', '16.6%', '8.5%', '10.4%', '69076', '95619', '', '50.5%', '(X)', '(X)']
11229 Households Margin of Error,['±923', '±0.9', '±1.2', '±1.3', '±1.1', '±1.6', '±1.5', '±1.3', '±1.4', '±1.2', '±1.2', '±3802', '±3686', '', '(X)', '(X)', '(X)']
11229 Families Estimate,['21233', '3.4%', '2.8%', '7.3%', '6.4%', '10.5%', '13.0%', '12.8%', '19.3%', '11.1%', '13.4%', '88512', '112330', '', '(X)', '52.1%', '(X)']
11229 Families Margin of Error,['±824', '±0.8', '±0.9', '±1.3', '±1.2', '±1.9', '±1.9', '±1.4', '±1.9', '±1.5', '±1.6', '±5519', '±4947', '', '(X)', '(X)', '(X)']
11229 Married-couple families Estimate,['15884', '2.2%', '3.2%', '6.0%', '5.2%', '9.7%', '10.5%', '13.4%', '20.7%', '13.1%', '16.1%', '99831', '123729', '', '(X)', '(X)', '(X)']
11229 Married-couple families Margin of Error,['±694', '±0.8', '±1.1', '±1.4', '±1.2', '±2.4', '±1.6', '±1.8', '±2.2', '±1.8', '±2.1', '±4656', '±6248', '', '(X)', '(X)', '(X)']
11229 Nonfamily households Estimate,['9824', '10.5%', '15.6%', '13.6%', '10.4%', '10.4%', '16.3%', '8.2%', '9.9%', '2.7%', '2.6%', '35000', '53905', '', '(X)', '(X)', '45.0%']
11229 Nonfamily households Margin of Error,['±754', '±1.9', '±3.0', '±2.6', '±2.5', '±1.9', '±3.6', '±1.5', '±1.8', '±1.1', '±1.0', '±4482', '±3796', '', '(X)', '(X)', '(X)']
11230 Households Estimate,['31670', '7.5%', '7.9%', '9.5%', '8.5%', '10.7%', '14.0%', '12.6%', '13.7%', '6.1%', '9.5%', '61017', '88045', '', '45.5%', '(X)', '(X)']
11230 Households Margin of Error,['±887', '±1.1', '±1.1', '±1.3', '±1.2', '±1.3', '±1.5', '±1.3', '±1.6', '±1.1', '±1.1', '±3209', '±3273', '', '(X)', '(X)', '(X)']
11230 Families Estimate,['20513', '3.6%', '3.4%', '7.1%', '7.5%', '12.0%', '15.5%', '12.1%', '17.6%', '8.8%', '12.4%', '76923', '106619', '', '(X)', '50.1%', '(X)']
11230 Families Margin of Error,['±882', '±1.0', '±1.2', '±1.3', '±1.2', '±1.8', '±2.1', '±1.6', '±2.1', '±1.6', '±1.6', '±5559', '±4526', '', '(X)', '(X)', '(X)']
11230 Married-couple families Estimate,['15693', '3.5%', '2.7%', '5.7%', '6.5%', '9.5%', '14.8%', '12.0%', '19.8%', '10.3%', '15.1%', '87305', 'N', '', '(X)', '(X)', '(X)']
11230 Married-couple families Margin of Error,['±941', '±1.2', '±1.0', '±1.2', '±1.4', '±1.8', '±2.1', '±1.6', '±2.6', '±2.0', '±1.9', '±6901', 'N', '', '(X)', '(X)', '(X)']
11230 Nonfamily households Estimate,['11157', '15.2%', '16.4%', '14.4%', '10.0%', '8.4%', '12.3%', '12.5%', '6.1%', '1.6%', '3.0%', '28945', '50322', '', '(X)', '(X)', '36.5%']
11230 Nonfamily households Margin of Error,['±683', '±2.7', '±2.3', '±3.0', '±2.3', '±2.1', '±2.1', '±2.7', '±1.6', '±0.7', '±1.2', '±2899', '±3903', '', '(X)', '(X)', '(X)']
11231 Households Estimate,['16738', '8.5%', '5.3%', '4.3%', '3.7%', '6.6%', '7.9%', '8.1%', '13.2%', '13.0%', '29.4%', '121638', '184570', '', '34.9%', '(X)', '(X)']
11231 Households Margin of Error,['±722', '±2.0', '±1.5', '±1.4', '±1.1', '±2.1', '±2.0', '±1.7', '±2.1', '±2.2', '±3.1', '±6696', '±18048', '', '(X)', '(X)', '(X)']
11231 Families Estimate,['9638', '6.6%', '2.8%', '4.5%', '3.8%', '6.0%', '5.5%', '7.0%', '13.4%', '11.6%', '38.8%', '153929', '222858', '', '(X)', '38.3%', '(X)']
11231 Families Margin of Error,['±657', '±3.2', '±1.4', '±1.8', '±1.6', '±2.4', '±2.2', '±2.0', '±3.0', '±2.6', '±4.7', '±26853', '±22702', '', '(X)', '(X)', '(X)']
11231 Married-couple families Estimate,['6877', '1.5%', '0.5%', '2.6%', '1.2%', '1.5%', '4.0%', '6.2%', '15.2%', '14.8%', '52.6%', '206662', 'N', '', '(X)', '(X)', '(X)']
11231 Married-couple families Margin of Error,['±582', '±1.3', '±0.4', '±1.6', '±0.9', '±1.0', '±1.9', '±2.2', '±3.9', '±3.4', '±5.3', '±19475', 'N', '', '(X)', '(X)', '(X)']
11231 Nonfamily households Estimate,['7100', '13.8%', '8.8%', '4.1%', '4.2%', '5.3%', '11.9%', '10.0%', '14.2%', '12.7%', '15.1%', '80237', '124516', '', '(X)', '(X)', '28.3%']
11231 Nonfamily households Margin of Error,['±634', '±3.9', '±2.9', '±2.0', '±1.6', '±1.7', '±3.8', '±3.1', '±2.9', '±3.2', '±4.5', '±11954', '±33266', '', '(X)', '(X)', '(X)']
11232 Households Estimate,['9207', '3.9%', '4.2%', '7.2%', '10.0%', '11.5%', '12.5%', '12.2%', '17.2%', '8.4%', '12.9%', '77031', '102707', '', '46.6%', '(X)', '(X)']
11232 Households Margin of Error,['±591', '±1.2', '±1.5', '±2.6', '±2.8', '±2.6', '±2.8', '±2.9', '±3.1', '±2.4', '±3.6', '±9457', '±11676', '', '(X)', '(X)', '(X)']
11232 Families Estimate,['5202', '3.4%', '5.4%', '5.3%', '13.6%', '12.9%', '13.4%', '10.4%', '14.0%', '8.9%', '12.8%', '65849', '95148', '', '(X)', '49.1%', '(X)']
11232 Families Margin of Error,['±450', '±1.4', '±2.3', '±2.3', '±3.8', '±4.0', '±3.7', '±3.2', '±3.7', '±2.4', '±3.9', '±13763', '±8489', '', '(X)', '(X)', '(X)']
11232 Married-couple families Estimate,['3244', '2.3%', '2.8%', '6.3%', '13.4%', '12.2%', '10.0%', '10.1%', '15.2%', '9.5%', '18.1%', '82014', 'N', '', '(X)', '(X)', '(X)']
11232 Married-couple families Margin of Error,['±365', '±1.7', '±2.0', '±3.2', '±5.3', '±4.0', '±3.6', '±4.2', '±3.9', '±2.9', '±5.4', '±10525', 'N', '', '(X)', '(X)', '(X)']
11232 Nonfamily households Estimate,['4005', '5.7%', '4.4%', '9.8%', '5.7%', '10.3%', '12.4%', '13.3%', '20.2%', '7.2%', '10.9%', '79505', '104178', '', '(X)', '(X)', '39.4%']
11232 Nonfamily households Margin of Error,['±511', '±2.4', '±2.1', '±5.5', '±2.7', '±4.4', '±4.1', '±5.3', '±6.2', '±3.5', '±7.5', '±14644', '±25944', '', '(X)', '(X)', '(X)']
11233 Households Estimate,['32147', '14.0%', '6.5%', '8.0%', '8.0%', '11.6%', '14.0%', '11.4%', '13.4%', '6.3%', '6.8%', '52380', '77871', '', '61.0%', '(X)', '(X)']
11233 Households Margin of Error,['±887', '±1.8', '±1.4', '±1.2', '±1.4', '±1.8', '±1.8', '±1.3', '±2.1', '±1.1', '±1.0', '±3126', '±3557', '', '(X)', '(X)', '(X)']
11233 Families Estimate,['18559', '13.1%', '2.8%', '7.3%', '7.0%', '12.9%', '13.0%', '13.2%', '16.1%', '6.8%', '7.9%', '62329', '85107', '', '(X)', '62.9%', '(X)']
11233 Families Margin of Error,['±811', '±2.1', '±1.2', '±1.6', '±1.7', '±2.5', '±2.3', '±2.0', '±3.0', '±1.6', '±1.4', '±7954', '±5031', '', '(X)', '(X)', '(X)']
11233 Married-couple families Estimate,['7215', '2.1%', '1.2%', '4.8%', '2.9%', '10.0%', '12.7%', '14.5%', '23.6%', '11.1%', '17.2%', '105686', 'N', '', '(X)', '(X)', '(X)']
11233 Married-couple families Margin of Error,['±654', '±1.3', '±1.5', '±2.2', '±1.7', '±4.5', '±4.2', '±3.4', '±6.5', '±3.1', '±3.5', '±12310', 'N', '', '(X)', '(X)', '(X)']
11233 Nonfamily households Estimate,['13588', '16.2%', '11.2%', '9.3%', '9.7%', '10.8%', '15.3%', '8.7%', '9.9%', '5.0%', '4.0%', '40126', '63237', '', '(X)', '(X)', '57.1%']
11233 Nonfamily households Margin of Error,['±883', '±3.0', '±2.7', '±2.0', '±2.7', '±2.5', '±2.6', '±1.7', '±2.2', '±1.3', '±1.3', '±3778', '±5093', '', '(X)', '(X)', '(X)']
11234 Households Estimate,['32645', '3.9%', '3.4%', '7.6%', '7.4%', '7.0%', '13.2%', '13.8%', '18.4%', '11.1%', '14.1%', '86185', '115779', '', '58.4%', '(X)', '(X)']
11234 Households Margin of Error,['±839', '±0.9', '±0.7', '±1.2', '±1.3', '±1.0', '±1.3', '±1.3', '±1.4', '±1.1', '±1.5', '±2465', '±5148', '', '(X)', '(X)', '(X)']
11234 Families Estimate,['24101', '2.3%', '2.1%', '5.7%', '6.0%', '6.3%', '12.7%', '14.5%', '20.3%', '13.5%', '16.8%', '101422', '128947', '', '(X)', '60.3%', '(X)']
11234 Families Margin of Error,['±820', '±0.8', '±0.8', '±1.5', '±1.3', '±1.1', '±1.5', '±1.5', '±1.6', '±1.3', '±1.9', '±4469', '±6773', '', '(X)', '(X)', '(X)']
11234 Married-couple families Estimate,['16056', '1.0%', '1.3%', '4.9%', '4.4%', '5.4%', '10.7%', '14.5%', '20.9%', '15.8%', '21.2%', '116452', 'N', '', '(X)', '(X)', '(X)']
11234 Married-couple families Margin of Error,['±677', '±0.5', '±0.8', '±2.2', '±1.5', '±1.2', '±1.8', '±2.3', '±2.0', '±1.9', '±2.6', '±6097', 'N', '', '(X)', '(X)', '(X)']
11234 Nonfamily households Estimate,['8544', '8.7%', '7.3%', '13.2%', '12.5%', '9.6%', '15.6%', '12.4%', '12.8%', '4.1%', '3.8%', '48188', '70697', '', '(X)', '(X)', '51.1%']
11234 Nonfamily households Margin of Error,['±600', '±2.5', '±1.8', '±2.3', '±2.8', '±1.8', '±2.9', '±2.9', '±3.0', '±1.4', '±1.6', '±6732', '±7511', '', '(X)', '(X)', '(X)']
11235 Households Estimate,['34712', '6.6%', '8.2%', '10.0%', '8.5%', '10.1%', '15.1%', '10.6%', '13.9%', '7.3%', '9.6%', '58669', '87716', '', '56.4%', '(X)', '(X)']
11235 Households Margin of Error,['±884', '±1.1', '±1.2', '±1.1', '±1.2', '±1.5', '±1.7', '±1.2', '±1.4', '±1.0', '±1.2', '±3780', '±3683', '', '(X)', '(X)', '(X)']
11235 Families Estimate,['21763', '2.1%', '3.7%', '8.9%', '8.9%', '10.4%', '15.5%', '12.3%', '15.5%', '9.7%', '13.0%', '75488', '106868', '', '(X)', '56.6%', '(X)']
11235 Families Margin of Error,['±717', '±0.6', '±1.1', '±1.3', '±1.7', '±2.1', '±2.2', '±1.6', '±1.6', '±1.6', '±1.7', '±3723', '±5303', '', '(X)', '(X)', '(X)']
11235 Married-couple families Estimate,['16277', '1.5%', '2.8%', '9.6%', '7.3%', '9.6%', '14.2%', '13.3%', '16.6%', '9.7%', '15.3%', '81383', '115606', '', '(X)', '(X)', '(X)']
11235 Married-couple families Margin of Error,['±738', '±0.6', '±1.1', '±1.6', '±1.7', '±2.0', '±2.4', '±1.9', '±1.9', '±1.8', '±2.1', '±5673', '±6555', '', '(X)', '(X)', '(X)']
11235 Nonfamily households Estimate,['12949', '14.1%', '15.8%', '12.0%', '8.2%', '9.6%', '14.9%', '8.7%', '10.8%', '3.7%', '2.2%', '34836', '52459', '', '(X)', '(X)', '55.6%']
11235 Nonfamily households Margin of Error,['±810', '±2.8', '±2.5', '±2.3', '±1.7', '±2.1', '±2.6', '±1.9', '±2.0', '±1.5', '±1.1', '±8057', '±4131', '', '(X)', '(X)', '(X)']
11236 Households Estimate,['33728', '7.2%', '3.4%', '6.5%', '8.7%', '10.4%', '14.7%', '12.8%', '19.1%', '9.0%', '8.3%', '73562', '91504', '', '67.1%', '(X)', '(X)']
11236 Households Margin of Error,['±772', '±1.0', '±0.7', '±0.9', '±1.2', '±1.2', '±1.1', '±1.3', '±1.4', '±1.0', '±1.0', '±2963', '±2730', '', '(X)', '(X)', '(X)']
11236 Families Estimate,['24388', '4.6%', '2.8%', '4.6%', '7.4%', '8.6%', '14.7%', '14.2%', '22.7%', '10.3%', '10.0%', '87323', '101763', '', '(X)', '70.3%', '(X)']
